thread_id,space_sw
2064495799.0,传统 凡事 有利有弊 国家 一套 道德 标准 关键 理解 正确 中国 东亚 病夫 我常 女儿 传统 文化 女儿 很乖 解释 中国 继承 糟粕 精华 中国 魔鬼 中国 文化 根是 西方人 人性 理解 正确 本恶 向善 西方人 人性 约束 解放 基础 认识 真确 传统 文化 现实 行不通 传统 文化 中国 传统 国家 八国联军 日本鬼子 逼出来 台湾 行得通 大陆 行不通 台湾 进步 西式 文化 文化 慢慢 文化 帮助 战胜 魔鬼 主义 思想 孔孟之道 最大 矛盾
2133704865.0,RT 重度 昏迷 中洗 喉咙 管子 难受 刺激 知觉 难受 难受 鼻子 管子 嗓子 管子 咽个 口水 刺扎
2278533500.0,帅哥 客观 真心 帅哥 皮肤 必须 顶一下 兵哥哥 拖走 性感 嘴唇 问少侠 年方 几何 帅锅帅 屌丝 无地自容 挺帅 记得 笑笑 迷人 md 楼上 一群 基佬 are always my mind 三星 te 卓然 天成 苹果 小米 魅族 手机 战斗机 数得上 帅哥 抑郁症 赶脚 萎勃 难得 少年 菊花 卖不卖 长相 条件 娱乐圈 可惜 难得一见 靓仔 遗憾 这病 科学 工作 眼神 真心 忧郁 气质 孤独 喜欢 觉得 每件 事情 最好 解决办法 围观 帅锅 老婆 照片 长得 泰国 偶像 一哥 ng 真挺帅 长得 小白脸 一幅 自私 mlgb 为啥 总是 开心 看到 眼神 忧郁 深刻 印象 不得不 石山 矫情 脾气 不小 默默 躲开
2332813551.0,爆发 身体 内部 爆炸 撑过去 随便 反正 随便 怎么着 想破 撑过去 不怕死 这病 折磨 家里 很多年 愿意 承认 精神病 承认 三大 原因 痴呆 不断 下降 智商 记忆力 不断 古怪 人格 强迫 妄想 睡眠 质量 疼痛 癌症 浑身 关键 神经 脊椎 大脑 肠胃 生殖系统 疼痛 剧烈 疼痛 抑郁症 嘿嘿嘿
2347645396.0,我要 发泄 不痛 自残 自残 自残 告诉 乱花钱 LOL 皮肤 菊花 交给 思维 折磨 自残 父母 关注 自残 关心 感冒 发烧 关心 关心 觉得 痛才 自残 来自 柜子 好孩子 小猫猫 好孩子 烟头烫 怎痛 卧轨 试试 把手 放进 水桶 越凉 冰个 分钟 小刀 水桶 里划 兄弟 轻点 以后 日子 就划 抑郁症 朋友 一天天 自残 自残 自残 不单是 身体 自残 精神 自残 留下 自卑 自责 记忆 死循环 减少 自残 帮助 重获 信心 这次 下次 吸取教训 避免 下次 下次 自残 行为 时间 延后 越少 松和弛 有度 自残 极端 自杀
2556963098.0,暴食 催吐 以外 精神 风油精 眼睛 很爽 扇手 打耳光 撞墙 女神 告白 体力劳动 嬷嬷 针法 筷子 菊花 男生 全身 衣服 脱掉 注意 拉上 窗帘 走进 卫生间 热水 洗澡 接受 极限 分钟 马上 凉水 感觉 好极了 不断 更换 凉水 热水 就会爽 砍头 眼睛 永远 闭上眼 没人能 看出 电池 棉花 肌肉 撕裂 想想 经历 想想 欺负 经历 想想 委屈 安慰 不用 感谢 喜欢 温度 东西 不留 水泡 皮肤 很红 那块 地方 特别 酸爽 血糖 最好 买细 正规 无菌 后果自负
2856245359.0,受不了 无时无刻 希望 死去 大逆不道 想法 充斥 思绪 存在 一秒 世界 永远 阳光 永远 充满 黑暗 永远 痛苦 存在 痛苦 重要 三番两次 伤害 今晚 仅存 一丝 血脉 亲情 消耗 殆尽 从此 瓜葛 从小 每天 打骂 三天两头 一块 一块 机会 再次 实行 小岁 可怜 想要 逃离 无法 逃离 强迫症 折磨 却说 这病 装病 威胁 呵呵 一笑 说话 喋喋不休 以后 发财 要饭 看不起 卧槽 看不起 爹娘 爹娘 别人 不要脸 丢脸 先忍 长大 离开 别装 群里
2962090535.0,抑郁症 灰暗 压抑 曾经 大石 父亲 全家人 心上 相信 病症 许许多多 家庭 带来 阴霾 阴霾 密布 一缕 阳光 希望 希望 父亲 成功 战胜 大家 带来 一缕 阳光 简单 介绍 病友 父亲 高中 学历 安徽 某小 乡镇 事业单位 工作 幼年 小儿麻痹 手术 右腿 父亲 病程 出现 严重 失眠 礼拜 整宿 睡不着 市里 就诊 失眠 情况 好转 药物 显示 焦虑 烦躁 后遗症 南京 脑科 医院 就诊 确诊 抑郁症 患者 全家 相信 医生 这一 判断 治疗 效果 明显 父亲 情况 每况愈下 出现 坐立不安 头痛 欲裂 症状 上海 住院治疗 接受 脑电波 治疗 封闭式 管理 情况 好转 出院 回家 休养 情况 变差 睡眠 睡觉 打呼 但醒 认为 睡着 出现 轻生 念头 九月底 付诸行动 护城河 桥上 幸而 河滩 泥土 生命危险 住县 医院 治疗 外伤 出院 回家 卧床 休养 眼神 涣散 精神 极度 稳定 悲观失望 全家 灰暗 时间 年春 药物 治疗 病情 稳中有 好转 恢复 上班 轻松 岗位 焦虑 情绪 减轻 夏天 继续 药物 治疗 逐渐 减少 父亲 抑郁 病人 自传 圣经 心理学 渐渐 心理 层面 释怀 父亲 睡眠 基本 恢复 早起 仍然 负面 情绪 月底 南京 新房 心情 早起 难受 症状 消失 至今 父亲 坚持 彻底 停药 父亲 身体 情况 恢复 如初 睡眠 规律 质量 性格 更加 乐观 开朗 父亲 经历 期间 全家人 灰暗 彷徨 无所适从 悲痛 希望 失望 绝望 始终 放弃 时过境迁 时至今日 缓缓 依然 牵动 伤口 无法 想象 勇气 努力 走过 艰难 岁月 幸而 时间 一味 良药 父亲 工作 经常 心理学 喜欢 病友 聊天 抗病 过程 心路历程 觉得 抑郁症 患者 经历 人才 共同语言 敞开 心扉 希望 帮助 别人 微薄 之力 走出 阴霾 感恩 实现 自我 价值 方式 身边 不幸 抑郁 阴霾 笼罩 父亲 病症 类似 愿意 沟通交流 欢迎 回帖 患者 家人 父亲 成功 恢复 活生生 摆在 面前 放弃 希望 加油 祝福 务必 推荐 时隔 特意 回来 帖子 感触 父亲 身体状况 健康 心态 特别 积极 病友 加油 书单 目录 走出 抑郁症 抑郁症 患者 成功 自救 王宇 机械 工业 出版社 抑郁症 斯瓦多 王安忆 南海 出版社 真实 幸福 塞利 格曼 洪兰 万卷 出版 集团 改善 情绪 正念 疗法 威廉姆斯 谭洁清 中国人民大学出版社 心理学 生活 第版 乍得 格里格 菲利普 津巴 王垒 人民邮电出版社 荒漠甘泉 考门 夫人 wman 活出 乐观 马丁 塞利 格曼 Martin Seligam 父亲 状况 复发
2989668684.0,效果 副作用 刚刚 一个半月 慢慢 好点 后面 半个 回去 原因 要换 头疼
3097525170.0,上个月 八号 医院 领了 药量 断断续续 氮平 文拉法辛 目前 经济 能力 承受 不起 昂贵 药费 决定 停药 停止 服药 不适 出乎 意料 吃药 身体 没什么 影响 没想到 晚上 失眠 每天 三四个 头晕 流感 感觉 肠胃 舒服 不好 不好 难受 打电话 医院 医生 说来说去 我别 停药 坚持 服用 六个月 疗程 六百多 治疗 费用 承担 不起 配合 中药 针灸 治疗 费用 一千多 无法可想 众位 友们 可否 类似 不良反应 情况 持续 多久 状态 办法 集中精力 脑门儿 一阵阵 眩晕 晚上 睡觉 恶梦 鬼压床 实在 受不了 心病 需心 药医 停药 慢慢 减量 一下子 停掉 身体 受不了 不算 太贵 关乎 一生 最好 吃药 凡是 药物 依赖性 越到 依赖性 越强 心理 产生 越到 离不开 想法 郁闷 症靠 吃药 治疗 无底洞 越陷越深 西药 副作用 身体 部位 影响 说不定 抑郁症 治好 身体 前面 针灸 建议 一试 铺助 作用 重要 慢慢 调整 心态 一下子 停掉 反正 低血压 蹲下 眼前 发黑 站不稳 停药 死去活来 感冒 sympt ms
3147774528.0,一瞬间 觉得 真是 前半生 最大 成就 及时 出生 邂逅 看守 一起 老死 联邦调查局 可喜可贺 一瞬间 人生 圆满 照顾 放心 先多养 身子 以后 怀上 出事 陈浩蓝 恶心 警察 抓走
3239326523.0,无数 前赴后继 吸不起 滑稽 没试 交矛耶耶 没吸 据说 抑郁 在我心中 快感 比不上 摇滚 现场 live 燃烧 生命 制造 快乐 烟花 精神 抑郁 抑郁 抑郁 抑郁 简单 需要 私窝
4155368466.0,凌晨 点半 点醒 头晕 做事 有心无力 不去 工作 睡不着 难受 六点半 日程表 打乱 不想 工作 放弃 甘心 心力 努力 每天 迷迷糊糊 状态 漂亮 快乐 病养 工作
4376834117.0,南昌 检测 单子 医生 询问 情况 参照 检查单 空口 定论 半月 信心 西汀 TMD 真是太 抑郁 看起来 比精分 情绪 低潮 省会 医院 检查 看到 诊断 精神分裂 伴有 重度 抑郁 这会 检测 单子 看到 难不成 幻视 基本 精分 朝闻 魔仙 初心 曾记 小时候 那件事 刺激 性格 累计 初中 慢慢 地不爱 说话 别人 言论 格外 敏感 发生 开心 开心 感觉 理解 一副 满不在乎 脸会 出卖 东西 具备 心里 不由得 会心 嫉妒 别人 交谈 别人 跟着 比较 瞧不起 故意 难堪 耻辱感 一下子 冒上 脑门 剩下 窘迫 办法 ld 眼神 呆滞 透露 恐惧 眉头 紧皱 肢体 僵硬 嘴唇 紧闭 逮到 不及 真心 究竟 啥子 情况 最磨 要数 坐个 车内 后视镜 影响 司机 师傅 小命 保额 做鬼 地狱 越来越 泛化 自杀 这点 怕死 很少 想到 好死不如 赖活 仪器 检查 仪器 检查 私人 医院 慢慢 懒得 方式 表达 内心 认知 缺陷 说话 思路 顺畅 细嚼慢咽 般地 吐字 惊弓之鸟 地吐不清 打字 啥子 意义 语序 混乱 啥子 意义 消极 想法 遍布 大脑 支流 症状 抑郁症 精神科 医院 医院 医院 检查一下 吃药 心理 说治 心理 心理 自个 心理 作祟 在意 定时炸弹 一崩 十个 里面 半死 患得患失 不战而败 放宽心 好转 感觉 乏力 大家 早点 休息 晚安 奥蛋平 会长 胖到 奥蛋平 会长 胖到 早安 老妈 反感 想着 不让 气不过 矛盾 害怕 模样 外面 生存 觉得 意义 干嘛 时间 强迫 钟点 分钟 尾数 起床 心理 病是 没法用 机器 检查 下午 朋友 下午 跟着 老娘 菜地 诚心 遇到 贵人 剖析 透彻 原来 空欢喜 打理 打理 头发 逗我 精神科 哪会 仪器 检查 香港 先进 检查 量表 仪器 口头 大家 工作 希望 永远 寄托 别人 身上 希望 失望 陪你到 锥心 落差 跌入 谷底 万般 痛苦 发型 夸张 艺人 稻谷 卖出去 跌价 吵架 理个 平头 神经病 医生 抑郁症 精分 感觉 专业 精分 可笑 我爸 说不清 说不清 两面 网友 城市 工厂 上班 实在 存在 好多 问题 不去 获得 自由 大家 早点 晚安 早安 昨天晚上 强迫 振作起来 相信 怀疑 很糟 反感 排斥 积极 面对 生活 上午 妈见 街上 没来 买点 回来 快要 我爸 回来 不想 恼火起来 一副 高兴 嘴脸 肯定 看出 我要 街上 烦躁 不愿 沉默 僵持 刘海 视线 存下 卡里 作出 准备 是我太 固执 死板 街上 看着 人头攒动 多么 恐怖 事情 硬着头皮 刘海 剪短 公众 场合 做大 动作 照片 刘海 稍后 附上 正月 早就 想着 工作 踌躇满志 执行力 思维 很乱 用笔 写下 剖析 东西 可一 提笔 脑子里 头绪 读书 图片 后面 那栋 房子 岁月 感觉 大家 工作 江西 最好 比较 女滴 好多 人到 家里 说媒 特殊 情况 这幅 模样 在家 继续
4414608284.0,很漂亮 顺利 身边 追求者 从来不 伤心 绝望 毁容 以后 完蛋 落差 受不了 天堂 地狱 出门 回头率 超级 漂亮 虚荣心 做祟 呵呵 习惯 掌声 鲜花 接受 头像 满分 人生 不如意 十有八九 大自然 感受 大自然 生活 美好 小树 交朋友 烦恼 小树 倾诉 倾诉 慢慢 台湾 叶丽萍 毁容 日子 活不下去 从来不 觉得 幸运 所有人 幸福 从来不 相信 抑郁症 东西 痛苦 绝望 出车祸 幸福 不错 工作 一群 志同道合 好友 温暖 可爱 家人 毁容 完蛋 我妈 虚荣心 作祟 接受 痛苦 工作 在家 出门 痛苦 路过 抑郁 最好 抑郁 抑郁 丢失 想不到 东西 包括 亲情 家人 爸妈 会多 痛苦 过年 过节 一家子 热热闹闹 你家 爸妈 凄凉 明白 生病 照顾 服侍 床上 难道 饿死 整容 技术 发达 没什么 不平 底子 不错 问题 头像 爆照 痛苦 活着 经历 希望 早点 看开一点 开心很难 尽量 生活 绝望 丑陋 至极 一眼 恶心 信仰 好奇 没人 毁容 变丑 抑郁 整容 胡歌 车祸 毁容 毁容 至少 曾经 美丽 天生 孩子 开点 至少 活着
